x;y
-0,015062762;0,014121339
0,014748954;0,013807531
0,044874477;0,013807531
-0,015062762;-0,016317992
0,014748954;-0,016317992
0,044874477;-0,016317992
-0,044874477;-0,016317992
-0,044874477;0,013807531
-0,044874477;0,043933054
-0,044874477;-0,046443515
-0,015062762;0,043933054
0,014748954;0,044246862
0,044874477;0,043933054
-0,015062762;-0,046443515
0,014748954;-0,046443515
0,044874477;-0,046443515
